nr,nazwa,pp,numberOfSeeds,seeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
1,12,0.1,2,"[104, 332]",2,10,11,353,31.156222418358343,[],1
1,12,0.1,2,"[104, 332]",2,11,3,356,31.42100617828773,[],1
1,12,0.1,2,"[104, 332]",2,12,1,357,31.509267431597525,[],1
1,12,0.1,2,"[104, 332]",2,13,1,358,31.597528684907328,[],1
1,12,0.1,2,"[104, 332]",2,14,0,358,31.597528684907328,[],1
1,12,0.1,2,"[340, 577]",4,15,0,360,31.77405119152692,[],1
1,12,0.1,2,"[459, 51]",6,16,4,366,32.3036187113857,[],1
1,12,0.1,2,"[459, 51]",6,17,6,372,32.83318623124448,[],1
1,12,0.1,2,"[459, 51]",6,18,2,374,33.00970873786408,[],1
1,12,0.1,2,"[459, 51]",6,19,2,376,33.18623124448367,[],1
1,12,0.1,2,"[459, 51]",6,20,1,377,33.27449249779347,[],1
1,12,0.1,2,"[459, 51]",6,21,1,378,33.36275375110326,[],1
1,12,0.1,2,"[459, 51]",6,22,0,378,33.36275375110326,[],1
1,12,0.1,2,"[57, 355]",8,23,0,380,33.53927625772286,[],1
1,12,0.1,2,"[482, 315]",10,24,4,386,34.06884377758164,[],1
1,12,0.1,2,"[482, 315]",10,25,7,393,34.68667255075022,[],1
1,12,0.1,2,"[482, 315]",10,26,5,398,35.1279788172992,[],1
1,12,0.1,2,"[482, 315]",10,27,1,399,35.216240070609004,[],1
1,12,0.1,2,"[482, 315]",10,28,2,401,35.392762577228595,[],1
1,12,0.1,2,"[482, 315]",10,29,1,402,35.48102383053839,[],1
1,12,0.1,2,"[482, 315]",10,30,0,402,35.48102383053839,[],1
1,12,0.1,1,[756],11,31,0,403,35.56928508384819,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,1,26,30,2.64783759929391,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,2,38,68,6.001765225066196,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,3,51,119,10.503089143865843,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,4,63,182,16.063548102383056,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,5,62,244,21.535745807590466,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,6,41,285,25.154457193292146,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,7,35,320,28.243601059135038,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,8,16,336,29.655781112091788,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,9,10,346,30.53839364518976,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,10,8,354,31.24448367166814,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,11,2,356,31.42100617828773,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,12,1,357,31.509267431597525,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,13,1,358,31.597528684907328,[],1
1,12,0.1,4,"[104, 332, 15, 22]",4,14,0,358,31.597528684907328,[],1
1,12,0.1,4,"[340, 577, 459, 51]",8,15,0,362,31.950573698146513,[],1
1,12,0.1,3,"[57, 355, 482]",11,16,9,374,33.00970873786408,[],1
1,12,0.1,3,"[57, 355, 482]",11,17,9,383,33.80406001765225,[],1
1,12,0.1,3,"[57, 355, 482]",11,18,8,391,34.510150044130626,[],1
1,12,0.1,3,"[57, 355, 482]",11,19,4,395,34.863195057369815,[],1
1,12,0.1,3,"[57, 355, 482]",11,20,3,398,35.1279788172992,[],1
1,12,0.1,3,"[57, 355, 482]",11,21,1,399,35.216240070609004,[],1
1,12,0.1,3,"[57, 355, 482]",11,22,0,399,35.216240070609004,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,1,44,52,4.5895851721094445,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,2,65,117,10.326566637246248,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,3,75,192,16.946160635481025,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,4,66,258,22.771403353927624,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,5,43,301,26.5666372462489,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,6,26,327,28.86142983230362,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,7,15,342,30.185348631950575,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,8,8,350,30.89143865842895,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,9,3,353,31.156222418358343,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,10,2,355,31.332744924977934,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,11,2,357,31.509267431597525,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,12,1,358,31.597528684907328,[],1
1,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,13,0,358,31.597528684907328,[],1
1,12,0.1,3,"[340, 577, 459]",11,14,0,361,31.862312444836714,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,1,51,62,5.472197705207414,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,2,68,130,11.47396293027361,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,3,72,202,17.828773168578994,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,4,63,265,23.389232127096204,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,5,42,307,27.09620476610768,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,6,21,328,28.949691085613416,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,7,14,342,30.185348631950575,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,8,8,350,30.89143865842895,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,9,3,353,31.156222418358343,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,10,2,355,31.332744924977934,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,11,2,357,31.509267431597525,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,12,1,358,31.597528684907328,[],1
1,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,13,0,358,31.597528684907328,[],1
9,12,0.1,1,[104],1,1,8,9,0.7943512797881729,[],1
9,12,0.1,1,[104],1,2,19,28,2.471315092674316,[],1
9,12,0.1,1,[104],1,3,38,66,5.825242718446602,[],1
9,12,0.1,1,[104],1,4,50,116,10.238305383936453,[],1
9,12,0.1,1,[104],1,5,65,181,15.975286849073257,[],1
9,12,0.1,1,[104],1,6,68,249,21.977052074139454,[],1
9,12,0.1,1,[104],1,7,66,315,27.802294792586054,[],1
9,12,0.1,1,[104],1,8,48,363,32.038834951456316,[],1
9,12,0.1,1,[104],1,9,26,389,34.33362753751103,[],1
9,12,0.1,1,[104],1,10,9,398,35.1279788172992,[],1
9,12,0.1,1,[104],1,11,2,400,35.3045013239188,[],1
9,12,0.1,1,[104],1,12,0,400,35.3045013239188,[],1
9,12,0.1,1,[482],2,13,0,401,35.392762577228595,[],1
9,12,0.1,1,[453],3,14,2,404,35.65754633715799,[],1
9,12,0.1,1,[453],3,15,4,408,36.01059135039718,[],1
9,12,0.1,1,[453],3,16,2,410,36.18711385701677,[],1
9,12,0.1,1,[453],3,17,1,411,36.27537511032657,[],1
9,12,0.1,1,[453],3,18,0,411,36.27537511032657,[],1
9,12,0.1,1,[589],4,19,0,412,36.36363636363637,[],1
9,12,0.1,1,[428],5,20,3,416,36.716681376875556,[],1
9,12,0.1,1,[428],5,21,5,421,37.15798764342454,[],1
9,12,0.1,1,[428],5,22,3,424,37.42277140335393,[],1
9,12,0.1,1,[428],5,23,2,426,37.59929390997352,[],1
9,12,0.1,1,[428],5,24,2,428,37.775816416593116,[],1
9,12,0.1,1,[428],5,25,0,428,37.775816416593116,[],1
9,12,0.1,1,[467],6,26,0,429,37.86407766990291,[],1
9,12,0.1,1,[6],7,27,0,430,37.95233892321271,[],1
9,12,0.1,1,[480],8,28,1,432,38.128861429832305,[],1
9,12,0.1,1,[480],8,29,2,434,38.305383936451896,[],1
9,12,0.1,1,[480],8,30,1,435,38.39364518976169,[],1
9,12,0.1,1,[480],8,31,0,435,38.39364518976169,[],1
9,12,0.1,1,[756],9,32,0,436,38.48190644307149,[],1
9,12,0.1,1,[286],10,33,3,440,38.83495145631068,[],1
9,12,0.1,1,[286],10,34,3,443,39.09973521624007,[],1
9,12,0.1,1,[286],10,35,0,443,39.09973521624007,[],1
9,12,0.1,1,[56],11,36,0,444,39.187996469549866,[],1
9,12,0.1,2,"[104, 332]",2,1,15,17,1.500441306266549,[],1
9,12,0.1,2,"[104, 332]",2,2,43,60,5.29567519858782,[],1
9,12,0.1,2,"[104, 332]",2,3,71,131,11.562224183583407,[],1
9,12,0.1,2,"[104, 332]",2,4,72,203,17.917034421888793,[],1
9,12,0.1,2,"[104, 332]",2,5,67,270,23.830538393645188,[],1
9,12,0.1,2,"[104, 332]",2,6,55,325,28.684907325684023,[],1
9,12,0.1,2,"[104, 332]",2,7,38,363,32.038834951456316,[],1
9,12,0.1,2,"[104, 332]",2,8,27,390,34.42188879082083,[],1
9,12,0.1,2,"[104, 332]",2,9,9,399,35.216240070609004,[],1
9,12,0.1,2,"[104, 332]",2,10,1,400,35.3045013239188,[],1
9,12,0.1,2,"[104, 332]",2,11,0,400,35.3045013239188,[],1
9,12,0.1,2,"[482, 453]",4,12,0,402,35.48102383053839,[],1
9,12,0.1,2,"[589, 428]",6,13,5,409,36.09885260370697,[],1
9,12,0.1,2,"[589, 428]",6,14,6,415,36.62842012356575,[],1
9,12,0.1,2,"[589, 428]",6,15,5,420,37.06972639011474,[],1
9,12,0.1,2,"[589, 428]",6,16,4,424,37.42277140335393,[],1
9,12,0.1,2,"[589, 428]",6,17,2,426,37.59929390997352,[],1
9,12,0.1,2,"[589, 428]",6,18,2,428,37.775816416593116,[],1
9,12,0.1,2,"[589, 428]",6,19,0,428,37.775816416593116,[],1
9,12,0.1,2,"[467, 6]",8,20,0,430,37.95233892321271,[],1
9,12,0.1,2,"[480, 756]",10,21,1,433,38.2171226831421,[],1
9,12,0.1,2,"[480, 756]",10,22,5,438,38.658428949691086,[],1
9,12,0.1,2,"[480, 756]",10,23,3,441,38.92321270962047,[],1
9,12,0.1,2,"[480, 756]",10,24,0,441,38.92321270962047,[],1
9,12,0.1,1,[286],11,25,0,442,39.01147396293027,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,1,20,24,2.118270079435128,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,2,48,72,6.354810238305383,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,3,82,154,13.592233009708737,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,4,70,224,19.770520741394527,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,5,67,291,25.684024713150926,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,6,54,345,30.450132391879965,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,7,32,377,33.27449249779347,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,8,17,394,34.77493380406001,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,9,5,399,35.216240070609004,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,10,1,400,35.3045013239188,[],1
9,12,0.1,4,"[104, 332, 15, 22]",4,11,0,400,35.3045013239188,[],1
9,12,0.1,4,"[482, 453, 589, 428]",8,12,0,404,35.65754633715799,[],1
9,12,0.1,3,"[467, 6, 92]",11,13,9,416,36.716681376875556,[],1
9,12,0.1,3,"[467, 6, 92]",11,14,7,423,37.33451015004413,[],1
9,12,0.1,3,"[467, 6, 92]",11,15,5,428,37.775816416593116,[],1
9,12,0.1,3,"[467, 6, 92]",11,16,3,431,38.0406001765225,[],1
9,12,0.1,3,"[467, 6, 92]",11,17,2,433,38.2171226831421,[],1
9,12,0.1,3,"[467, 6, 92]",11,18,0,433,38.2171226831421,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,1,41,49,4.324801412180053,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,2,62,111,9.796999117387466,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,3,92,203,17.917034421888793,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,4,67,270,23.830538393645188,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,5,56,326,28.773168578993825,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,6,40,366,32.3036187113857,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,7,22,388,34.24536628420123,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,8,10,398,35.1279788172992,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,9,2,400,35.3045013239188,[],1
9,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,10,0,400,35.3045013239188,[],1
9,12,0.1,3,"[482, 453, 589]",11,11,0,403,35.56928508384819,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,1,53,64,5.648720211827008,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,2,74,138,12.180052956751986,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,3,98,236,20.82965578111209,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,4,65,301,26.5666372462489,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,5,50,351,30.979699911738745,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,6,35,386,34.06884377758164,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,7,10,396,34.95145631067961,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,8,3,399,35.216240070609004,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,9,1,400,35.3045013239188,[],1
9,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,10,0,400,35.3045013239188,[],1
8,12,0.1,1,[104],1,1,11,12,1.059135039717564,[],1
8,12,0.1,1,[104],1,2,18,30,2.64783759929391,[],1
8,12,0.1,1,[104],1,3,31,61,5.3839364518976165,[],1
8,12,0.1,1,[104],1,4,54,115,10.150044130626656,[],1
8,12,0.1,1,[104],1,5,71,186,16.41659311562224,[],1
8,12,0.1,1,[104],1,6,67,253,22.330097087378643,[],1
8,12,0.1,1,[104],1,7,62,315,27.802294792586054,[],1
8,12,0.1,1,[104],1,8,47,362,31.950573698146513,[],1
8,12,0.1,1,[104],1,9,29,391,34.510150044130626,[],1
8,12,0.1,1,[104],1,10,19,410,36.18711385701677,[],1
8,12,0.1,1,[104],1,11,11,421,37.15798764342454,[],1
8,12,0.1,1,[104],1,12,5,426,37.59929390997352,[],1
8,12,0.1,1,[104],1,13,6,432,38.128861429832305,[],1
8,12,0.1,1,[104],1,14,1,433,38.2171226831421,[],1
8,12,0.1,1,[104],1,15,2,435,38.39364518976169,[],1
8,12,0.1,1,[104],1,16,0,435,38.39364518976169,[],1
8,12,0.1,1,[563],2,17,0,436,38.48190644307149,[],1
8,12,0.1,1,[577],3,18,1,438,38.658428949691086,[],1
8,12,0.1,1,[577],3,19,2,440,38.83495145631068,[],1
8,12,0.1,1,[577],3,20,0,440,38.83495145631068,[],1
8,12,0.1,1,[354],4,21,0,441,38.92321270962047,[],1
8,12,0.1,1,[428],5,22,1,443,39.09973521624007,[],1
8,12,0.1,1,[428],5,23,5,448,39.541041482789055,[],1
8,12,0.1,1,[428],5,24,1,449,39.62930273609885,[],1
8,12,0.1,1,[428],5,25,0,449,39.62930273609885,[],1
8,12,0.1,1,[68],6,26,0,450,39.71756398940865,[],1
8,12,0.1,1,[597],7,27,0,451,39.80582524271845,[],1
8,12,0.1,1,[553],8,28,1,453,39.98234774933805,[],1
8,12,0.1,1,[553],8,29,1,454,40.07060900264784,[],1
8,12,0.1,1,[553],8,30,0,454,40.07060900264784,[],1
8,12,0.1,1,[218],9,31,0,455,40.15887025595764,[],1
8,12,0.1,1,[756],10,32,1,457,40.33539276257723,[],1
8,12,0.1,1,[756],10,33,2,459,40.51191526919683,[],1
8,12,0.1,1,[756],10,34,0,459,40.51191526919683,[],1
8,12,0.1,1,[392],11,35,0,460,40.60017652250662,[],1
8,12,0.1,2,"[104, 332]",2,1,16,18,1.5887025595763458,[],1
8,12,0.1,2,"[104, 332]",2,2,23,41,3.618711385701677,[],1
8,12,0.1,2,"[104, 332]",2,3,32,73,6.44307149161518,[],1
8,12,0.1,2,"[104, 332]",2,4,53,126,11.120917917034422,[],1
8,12,0.1,2,"[104, 332]",2,5,70,196,17.29920564872021,[],1
8,12,0.1,2,"[104, 332]",2,6,64,260,22.94792586054722,[],1
8,12,0.1,2,"[104, 332]",2,7,59,319,28.155339805825243,[],1
8,12,0.1,2,"[104, 332]",2,8,44,363,32.038834951456316,[],1
8,12,0.1,2,"[104, 332]",2,9,28,391,34.510150044130626,[],1
8,12,0.1,2,"[104, 332]",2,10,19,410,36.18711385701677,[],1
8,12,0.1,2,"[104, 332]",2,11,11,421,37.15798764342454,[],1
8,12,0.1,2,"[104, 332]",2,12,5,426,37.59929390997352,[],1
8,12,0.1,2,"[104, 332]",2,13,6,432,38.128861429832305,[],1
8,12,0.1,2,"[104, 332]",2,14,1,433,38.2171226831421,[],1
8,12,0.1,2,"[104, 332]",2,15,2,435,38.39364518976169,[],1
8,12,0.1,2,"[104, 332]",2,16,0,435,38.39364518976169,[],1
8,12,0.1,2,"[563, 577]",4,17,0,437,38.57016769638129,[],1
8,12,0.1,2,"[354, 428]",6,18,2,441,38.92321270962047,[],1
8,12,0.1,2,"[354, 428]",6,19,7,448,39.541041482789055,[],1
8,12,0.1,2,"[354, 428]",6,20,1,449,39.62930273609885,[],1
8,12,0.1,2,"[354, 428]",6,21,0,449,39.62930273609885,[],1
8,12,0.1,2,"[68, 597]",8,22,0,451,39.80582524271845,[],1
8,12,0.1,2,"[553, 218]",10,23,1,454,40.07060900264784,[],1
8,12,0.1,2,"[553, 218]",10,24,2,456,40.24713150926743,[],1
8,12,0.1,2,"[553, 218]",10,25,0,456,40.24713150926743,[],1
8,12,0.1,1,[756],11,26,0,457,40.33539276257723,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,1,28,32,2.824360105913504,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,2,47,79,6.972639011473963,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,3,49,128,11.297440423654017,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,4,69,197,17.387466902030006,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,5,83,280,24.71315092674316,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,6,67,347,30.62665489849956,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,7,42,389,34.33362753751103,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,8,15,404,35.65754633715799,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,9,9,413,36.45189761694616,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,10,7,420,37.06972639011474,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,11,7,427,37.68755516328332,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,12,5,432,38.128861429832305,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,13,1,433,38.2171226831421,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,14,2,435,38.39364518976169,[],1
8,12,0.1,4,"[104, 332, 15, 22]",4,15,0,435,38.39364518976169,[],1
8,12,0.1,4,"[563, 577, 354, 428]",8,16,0,439,38.74669020300088,[],1
8,12,0.1,3,"[597, 68, 218]",11,17,8,450,39.71756398940865,[],1
8,12,0.1,3,"[597, 68, 218]",11,18,4,454,40.07060900264784,[],1
8,12,0.1,3,"[597, 68, 218]",11,19,0,454,40.07060900264784,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,1,45,53,4.677846425419241,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,2,63,116,10.238305383936453,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,3,72,188,16.593115622241836,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,4,88,276,24.360105913503972,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,5,62,338,29.832303618711386,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,6,42,380,33.53927625772286,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,7,27,407,35.92233009708738,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,8,13,420,37.06972639011474,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,9,6,426,37.59929390997352,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,10,6,432,38.128861429832305,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,11,1,433,38.2171226831421,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,12,2,435,38.39364518976169,[],1
8,12,0.1,8,"[104, 332, 15, 22, 41, 40, 195, 232]",8,13,0,435,38.39364518976169,[],1
8,12,0.1,3,"[563, 577, 354]",11,14,0,438,38.658428949691086,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,1,53,64,5.648720211827008,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,2,73,137,12.09179170344219,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,3,83,220,19.41747572815534,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,4,83,303,26.74315975286849,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,5,52,355,31.332744924977934,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,6,34,389,34.33362753751103,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,7,24,413,36.45189761694616,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,8,15,428,37.775816416593116,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,9,4,432,38.128861429832305,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,10,3,435,38.39364518976169,[],1
8,12,0.1,11,"[104, 332, 15, 22, 41, 40, 195, 232, 20, 75, 23]",11,11,0,435,38.39364518976169,[],1
