nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
5,12,0.1,1,[104],1,1133,1,11,12,1.059135039717564,[],1
5,12,0.1,1,[104],1,1133,2,18,30,2.64783759929391,[],1
5,12,0.1,1,[104],1,1133,3,26,56,4.942630185348632,[],1
5,12,0.1,1,[104],1,1133,4,42,98,8.649602824360105,[],1
5,12,0.1,1,[104],1,1133,5,71,169,14.916151809355693,[],1
5,12,0.1,1,[104],1,1133,6,74,243,21.44748455428067,[],1
5,12,0.1,1,[104],1,1133,7,53,296,26.12533097969991,[],1
5,12,0.1,1,[104],1,1133,8,59,355,31.332744924977934,[],1
5,12,0.1,1,[104],1,1133,9,42,397,35.039717563989406,[],1
5,12,0.1,1,[104],1,1133,10,34,431,38.0406001765225,[],1
5,12,0.1,1,[104],1,1133,11,16,447,39.45278022947926,[],1
5,12,0.1,1,[104],1,1133,12,10,457,40.33539276257723,[],1
5,12,0.1,1,[104],1,1133,13,4,461,40.68843777581642,[],1
5,12,0.1,1,[104],1,1133,14,1,462,40.77669902912621,[],1
5,12,0.1,1,[104],1,1133,15,2,464,40.95322153574581,[],1
5,12,0.1,1,[104],1,1133,16,3,467,41.2180052956752,[],1
5,12,0.1,1,[104],1,1133,17,0,467,41.2180052956752,[],1
5,12,0.1,1,[40],2,1133,18,0,468,41.30626654898499,[],1
5,12,0.1,1,[182],3,1133,19,2,471,41.57105030891439,[],1
5,12,0.1,1,[182],3,1133,20,1,472,41.65931156222418,[],1
5,12,0.1,1,[182],3,1133,21,0,472,41.65931156222418,[],1
5,12,0.1,1,[587],4,1133,22,0,473,41.74757281553398,[],1
5,12,0.1,1,[127],5,1133,23,0,474,41.83583406884378,[],1
5,12,0.1,1,[44],6,1133,24,1,476,42.01235657546337,[],1
5,12,0.1,1,[44],6,1133,25,1,477,42.10061782877317,[],1
5,12,0.1,1,[44],6,1133,26,0,477,42.10061782877317,[],1
5,12,0.1,1,[37],7,1133,27,0,478,42.18887908208296,[],1
5,12,0.1,1,[774],8,1133,28,1,480,42.36540158870256,[],1
5,12,0.1,1,[774],8,1133,29,0,480,42.36540158870256,[],1
5,12,0.1,1,[211],9,1133,30,0,481,42.453662842012356,[],1
5,12,0.1,1,[589],10,1133,31,1,483,42.63018534863195,[],1
5,12,0.1,1,[589],10,1133,32,2,485,42.806707855251545,[],1
5,12,0.1,1,[589],10,1133,33,1,486,42.89496910856134,[],1
5,12,0.1,1,[589],10,1133,34,0,486,42.89496910856134,[],1
5,12,0.1,1,[286],11,1133,35,0,487,42.983230361871136,[],1
5,12,0.1,2,"[104, 22]",2,1133,1,17,19,1.6769638128861428,[],1
5,12,0.1,2,"[104, 22]",2,1133,2,33,52,4.5895851721094445,[],1
5,12,0.1,2,"[104, 22]",2,1133,3,56,108,9.532215357458076,[],1
5,12,0.1,2,"[104, 22]",2,1133,4,74,182,16.063548102383056,[],1
5,12,0.1,2,"[104, 22]",2,1133,5,99,281,24.801412180052957,[],1
5,12,0.1,2,"[104, 22]",2,1133,6,72,353,31.156222418358343,[],1
5,12,0.1,2,"[104, 22]",2,1133,7,47,400,35.3045013239188,[],1
5,12,0.1,2,"[104, 22]",2,1133,8,36,436,38.48190644307149,[],1
5,12,0.1,2,"[104, 22]",2,1133,9,19,455,40.15887025595764,[],1
5,12,0.1,2,"[104, 22]",2,1133,10,6,461,40.68843777581642,[],1
5,12,0.1,2,"[104, 22]",2,1133,11,3,464,40.95322153574581,[],1
5,12,0.1,2,"[104, 22]",2,1133,12,3,467,41.2180052956752,[],1
5,12,0.1,2,"[104, 22]",2,1133,13,0,467,41.2180052956752,[],1
5,12,0.1,2,"[40, 182]",4,1133,14,0,469,41.394527802294796,[],1
5,12,0.1,2,"[587, 127]",6,1133,15,2,473,41.74757281553398,[],1
5,12,0.1,2,"[587, 127]",6,1133,16,2,475,41.924095322153576,[],1
5,12,0.1,2,"[587, 127]",6,1133,17,1,476,42.01235657546337,[],1
5,12,0.1,2,"[587, 127]",6,1133,18,0,476,42.01235657546337,[],1
5,12,0.1,2,"[44, 37]",8,1133,19,0,478,42.18887908208296,[],1
5,12,0.1,2,"[774, 211]",10,1133,20,1,481,42.453662842012356,[],1
5,12,0.1,2,"[774, 211]",10,1133,21,1,482,42.54192409532215,[],1
5,12,0.1,2,"[774, 211]",10,1133,22,1,483,42.63018534863195,[],1
5,12,0.1,2,"[774, 211]",10,1133,23,1,484,42.71844660194174,[],1
5,12,0.1,2,"[774, 211]",10,1133,24,0,484,42.71844660194174,[],1
5,12,0.1,1,[589],11,1133,25,0,485,42.806707855251545,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,24,28,2.471315092674316,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,50,78,6.884377758164166,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,76,154,13.592233009708737,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,87,241,21.270962047661076,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,88,329,29.037952338923212,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,51,380,33.53927625772286,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,36,416,36.716681376875556,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,27,443,39.09973521624007,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,16,459,40.51191526919683,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,2,461,40.68843777581642,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,3,464,40.95322153574581,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,12,3,467,41.2180052956752,[],1
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,13,0,467,41.2180052956752,[],1
5,12,0.1,4,"[40, 182, 587, 127]",8,1133,14,0,471,41.57105030891439,[],1
5,12,0.1,3,"[44, 37, 774]",11,1133,15,3,477,42.10061782877317,[],1
5,12,0.1,3,"[44, 37, 774]",11,1133,16,3,480,42.36540158870256,[],1
5,12,0.1,3,"[44, 37, 774]",11,1133,17,0,480,42.36540158870256,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,40,48,4.236540158870256,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,73,121,10.679611650485436,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,98,219,19.329214474845543,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,95,314,27.714033539276254,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,77,391,34.510150044130626,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,37,428,37.775816416593116,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,20,448,39.541041482789055,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,17,465,41.04148278905561,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,6,471,41.57105030891439,[],1
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,0,471,41.57105030891439,[],1
5,12,0.1,3,"[182, 587, 127]",11,1133,11,0,474,41.83583406884378,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,1,49,60,5.29567519858782,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,2,82,142,12.533097969991175,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,3,104,246,21.71226831421006,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,4,93,339,29.92056487202118,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,5,67,406,35.83406884377759,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,6,31,437,38.57016769638129,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,7,15,452,39.894086496028244,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,8,15,467,41.2180052956752,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,9,4,471,41.57105030891439,[],1
5,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,10,0,471,41.57105030891439,[],1
4,12,0.1,1,[104],1,1133,1,8,9,0.7943512797881729,[],1
4,12,0.1,1,[104],1,1133,2,15,24,2.118270079435128,[],1
4,12,0.1,1,[104],1,1133,3,21,45,3.971756398940865,[],1
4,12,0.1,1,[104],1,1133,4,29,74,6.531332744924978,[],1
4,12,0.1,1,[104],1,1133,5,36,110,9.70873786407767,[],1
4,12,0.1,1,[104],1,1133,6,38,148,13.062665489849955,[],1
4,12,0.1,1,[104],1,1133,7,49,197,17.387466902030006,[],1
4,12,0.1,1,[104],1,1133,8,46,243,21.44748455428067,[],1
4,12,0.1,1,[104],1,1133,9,34,277,24.44836716681377,[],1
4,12,0.1,1,[104],1,1133,10,22,299,26.3901147396293,[],1
4,12,0.1,1,[104],1,1133,11,17,316,27.890556045895853,[],1
4,12,0.1,1,[104],1,1133,12,15,331,29.21447484554281,[],1
4,12,0.1,1,[104],1,1133,13,5,336,29.655781112091788,[],1
4,12,0.1,1,[104],1,1133,14,2,338,29.832303618711386,[],1
4,12,0.1,1,[104],1,1133,15,0,338,29.832303618711386,[],1
4,12,0.1,1,[195],2,1133,16,0,339,29.92056487202118,[],1
4,12,0.1,1,[353],3,1133,17,1,341,30.097087378640776,[],1
4,12,0.1,1,[353],3,1133,18,3,344,30.36187113857017,[],1
4,12,0.1,1,[353],3,1133,19,0,344,30.36187113857017,[],1
4,12,0.1,1,[182],4,1133,20,0,345,30.450132391879965,[],1
4,12,0.1,1,[428],5,1133,21,3,349,30.803177405119154,[],1
4,12,0.1,1,[428],5,1133,22,0,349,30.803177405119154,[],1
4,12,0.1,1,[340],6,1133,23,0,350,30.89143865842895,[],1
4,12,0.1,1,[105],7,1133,24,7,358,31.597528684907328,[],1
4,12,0.1,1,[105],7,1133,25,7,365,32.21535745807591,[],1
4,12,0.1,1,[105],7,1133,26,3,368,32.4801412180053,[],1
4,12,0.1,1,[105],7,1133,27,1,369,32.568402471315096,[],1
4,12,0.1,1,[105],7,1133,28,1,370,32.65666372462489,[],1
4,12,0.1,1,[105],7,1133,29,0,370,32.65666372462489,[],1
4,12,0.1,1,[218],8,1133,30,0,371,32.74492497793469,[],1
4,12,0.1,1,[459],9,1133,31,1,373,32.92144748455428,[],1
4,12,0.1,1,[459],9,1133,32,5,378,33.36275375110326,[],1
4,12,0.1,1,[459],9,1133,33,0,378,33.36275375110326,[],1
4,12,0.1,1,[453],10,1133,34,0,379,33.451015004413065,[],1
4,12,0.1,1,[9],11,1133,35,2,382,33.71579876434245,[],1
4,12,0.1,1,[9],11,1133,36,2,384,33.89232127096205,[],1
4,12,0.1,1,[9],11,1133,37,1,385,33.980582524271846,[],1
4,12,0.1,1,[9],11,1133,38,1,386,34.06884377758164,[],1
4,12,0.1,1,[9],11,1133,39,0,386,34.06884377758164,[],1
4,12,0.1,2,"[104, 22]",2,1133,1,12,14,1.235657546337158,[],1
4,12,0.1,2,"[104, 22]",2,1133,2,21,35,3.089143865842895,[],1
4,12,0.1,2,"[104, 22]",2,1133,3,31,66,5.825242718446602,[],1
4,12,0.1,2,"[104, 22]",2,1133,4,51,117,10.326566637246248,[],1
4,12,0.1,2,"[104, 22]",2,1133,5,62,179,15.798764342453664,[],1
4,12,0.1,2,"[104, 22]",2,1133,6,47,226,19.947043248014122,[],1
4,12,0.1,2,"[104, 22]",2,1133,7,50,276,24.360105913503972,[],1
4,12,0.1,2,"[104, 22]",2,1133,8,30,306,27.007943512797883,[],1
4,12,0.1,2,"[104, 22]",2,1133,9,19,325,28.684907325684023,[],1
4,12,0.1,2,"[104, 22]",2,1133,10,8,333,29.3909973521624,[],1
4,12,0.1,2,"[104, 22]",2,1133,11,3,336,29.655781112091788,[],1
4,12,0.1,2,"[104, 22]",2,1133,12,1,337,29.74404236540159,[],1
4,12,0.1,2,"[104, 22]",2,1133,13,1,338,29.832303618711386,[],1
4,12,0.1,2,"[104, 22]",2,1133,14,0,338,29.832303618711386,[],1
4,12,0.1,2,"[195, 353]",4,1133,15,0,340,30.008826125330977,[],1
4,12,0.1,2,"[182, 428]",6,1133,16,4,346,30.53839364518976,[],1
4,12,0.1,2,"[182, 428]",6,1133,17,3,349,30.803177405119154,[],1
4,12,0.1,2,"[182, 428]",6,1133,18,0,349,30.803177405119154,[],1
4,12,0.1,2,"[340, 105]",8,1133,19,0,351,30.979699911738745,[],1
4,12,0.1,2,"[218, 459]",10,1133,20,8,361,31.862312444836714,[],1
4,12,0.1,2,"[218, 459]",10,1133,21,13,374,33.00970873786408,[],1
4,12,0.1,2,"[218, 459]",10,1133,22,3,377,33.27449249779347,[],1
4,12,0.1,2,"[218, 459]",10,1133,23,1,378,33.36275375110326,[],1
4,12,0.1,2,"[218, 459]",10,1133,24,0,378,33.36275375110326,[],1
4,12,0.1,1,[453],11,1133,25,0,379,33.451015004413065,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,18,22,1.9417475728155338,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,27,49,4.324801412180053,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,33,82,7.237422771403354,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,55,137,12.09179170344219,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,64,201,17.740511915269195,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,48,249,21.977052074139454,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,42,291,25.684024713150926,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,24,315,27.802294792586054,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,12,327,28.86142983230362,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,6,333,29.3909973521624,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,3,336,29.655781112091788,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,12,1,337,29.74404236540159,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,13,1,338,29.832303618711386,[],1
4,12,0.1,4,"[104, 22, 332, 15]",4,1133,14,0,338,29.832303618711386,[],1
4,12,0.1,4,"[195, 353, 182, 428]",8,1133,15,0,342,30.185348631950575,[],1
4,12,0.1,3,"[340, 105, 218]",11,1133,16,7,352,31.06796116504854,[],1
4,12,0.1,3,"[340, 105, 218]",11,1133,17,9,361,31.862312444836714,[],1
4,12,0.1,3,"[340, 105, 218]",11,1133,18,7,368,32.4801412180053,[],1
4,12,0.1,3,"[340, 105, 218]",11,1133,19,3,371,32.74492497793469,[],1
4,12,0.1,3,"[340, 105, 218]",11,1133,20,1,372,32.83318623124448,[],1
4,12,0.1,3,"[340, 105, 218]",11,1133,21,0,372,32.83318623124448,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,33,41,3.618711385701677,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,55,96,8.473080317740513,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,57,153,13.503971756398942,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,65,218,19.240953221535744,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,53,271,23.918799646954987,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,30,301,26.5666372462489,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,18,319,28.155339805825243,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,7,326,28.773168578993825,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,4,330,29.126213592233007,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,3,333,29.3909973521624,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,11,3,336,29.655781112091788,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,12,1,337,29.74404236540159,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,13,1,338,29.832303618711386,[],1
4,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,14,0,338,29.832303618711386,[],1
4,12,0.1,3,"[195, 353, 182]",11,1133,15,0,341,30.097087378640776,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,1,42,53,4.677846425419241,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,2,62,115,10.150044130626656,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,3,63,178,15.710503089143865,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,4,62,240,21.18270079435128,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,5,45,285,25.154457193292146,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,6,26,311,27.449249779346868,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,7,11,322,28.420123565754636,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,8,6,328,28.949691085613416,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,9,4,332,29.302736098852606,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,10,3,335,29.567519858781992,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,11,3,338,29.832303618711386,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,12,1,339,29.92056487202118,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,13,1,340,30.008826125330977,[],1
4,12,0.1,11,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71]",11,1133,14,0,340,30.008826125330977,[],1
6,12,0.1,1,[104],1,1133,1,8,9,0.7943512797881729,[],1
6,12,0.1,1,[104],1,1133,2,20,29,2.559576345984113,[],1
6,12,0.1,1,[104],1,1133,3,33,62,5.472197705207414,[],1
6,12,0.1,1,[104],1,1133,4,46,108,9.532215357458076,[],1
6,12,0.1,1,[104],1,1133,5,56,164,14.474845542806708,[],1
6,12,0.1,1,[104],1,1133,6,54,218,19.240953221535744,[],1
6,12,0.1,1,[104],1,1133,7,39,257,22.68314210061783,[],1
6,12,0.1,1,[104],1,1133,8,30,287,25.330979699911737,[],1
6,12,0.1,1,[104],1,1133,9,13,300,26.478375992939103,[],1
6,12,0.1,1,[104],1,1133,10,5,305,26.919682259488088,[],1
6,12,0.1,1,[104],1,1133,11,1,306,27.007943512797883,[],1
6,12,0.1,1,[104],1,1133,12,0,306,27.007943512797883,[],1
6,12,0.1,1,[23],2,1133,13,0,307,27.09620476610768,[],1
6,12,0.1,1,[133],3,1133,14,3,311,27.449249779346868,[],1
6,12,0.1,1,[133],3,1133,15,4,315,27.802294792586054,[],1
6,12,0.1,1,[133],3,1133,16,4,319,28.155339805825243,[],1
6,12,0.1,1,[133],3,1133,17,0,319,28.155339805825243,[],1
6,12,0.1,1,[433],4,1133,18,0,320,28.243601059135038,[],1
6,12,0.1,1,[13],5,1133,19,0,321,28.331862312444837,[],1
6,12,0.1,1,[182],6,1133,20,1,323,28.508384819064432,[],1
6,12,0.1,1,[182],6,1133,21,4,327,28.86142983230362,[],1
6,12,0.1,1,[182],6,1133,22,2,329,29.037952338923212,[],1
6,12,0.1,1,[182],6,1133,23,2,331,29.21447484554281,[],1
6,12,0.1,1,[182],6,1133,24,0,331,29.21447484554281,[],1
6,12,0.1,1,[68],7,1133,25,0,332,29.302736098852606,[],1
6,12,0.1,1,[340],8,1133,26,1,334,29.479258605472197,[],1
6,12,0.1,1,[340],8,1133,27,3,337,29.74404236540159,[],1
6,12,0.1,1,[340],8,1133,28,5,342,30.185348631950575,[],1
6,12,0.1,1,[340],8,1133,29,6,348,30.71491615180936,[],1
6,12,0.1,1,[340],8,1133,30,3,351,30.979699911738745,[],1
6,12,0.1,1,[340],8,1133,31,4,355,31.332744924977934,[],1
6,12,0.1,1,[340],8,1133,32,1,356,31.42100617828773,[],1
6,12,0.1,1,[340],8,1133,33,0,356,31.42100617828773,[],1
6,12,0.1,1,[375],9,1133,34,0,357,31.509267431597525,[],1
6,12,0.1,1,[139],10,1133,35,2,360,31.77405119152692,[],1
6,12,0.1,1,[139],10,1133,36,0,360,31.77405119152692,[],1
6,12,0.1,1,[57],11,1133,37,0,361,31.862312444836714,[],1
6,12,0.1,2,"[104, 22]",2,1133,1,11,13,1.1473962930273611,[],1
6,12,0.1,2,"[104, 22]",2,1133,2,24,37,3.265666372462489,[],1
6,12,0.1,2,"[104, 22]",2,1133,3,34,71,6.2665489849955875,[],1
6,12,0.1,2,"[104, 22]",2,1133,4,53,124,10.944395410414828,[],1
6,12,0.1,2,"[104, 22]",2,1133,5,59,183,16.15180935569285,[],1
6,12,0.1,2,"[104, 22]",2,1133,6,45,228,20.123565754633717,[],1
6,12,0.1,2,"[104, 22]",2,1133,7,37,265,23.389232127096204,[],1
6,12,0.1,2,"[104, 22]",2,1133,8,22,287,25.330979699911737,[],1
6,12,0.1,2,"[104, 22]",2,1133,9,13,300,26.478375992939103,[],1
6,12,0.1,2,"[104, 22]",2,1133,10,5,305,26.919682259488088,[],1
6,12,0.1,2,"[104, 22]",2,1133,11,1,306,27.007943512797883,[],1
6,12,0.1,2,"[104, 22]",2,1133,12,0,306,27.007943512797883,[],1
6,12,0.1,2,"[23, 133]",4,1133,13,0,308,27.184466019417474,[],1
6,12,0.1,2,"[433, 13]",6,1133,14,5,315,27.802294792586054,[],1
6,12,0.1,2,"[433, 13]",6,1133,15,6,321,28.331862312444837,[],1
6,12,0.1,2,"[433, 13]",6,1133,16,3,324,28.596646072374227,[],1
6,12,0.1,2,"[433, 13]",6,1133,17,2,326,28.773168578993825,[],1
6,12,0.1,2,"[433, 13]",6,1133,18,2,328,28.949691085613416,[],1
6,12,0.1,2,"[433, 13]",6,1133,19,0,328,28.949691085613416,[],1
6,12,0.1,2,"[182, 68]",8,1133,20,0,330,29.126213592233007,[],1
6,12,0.1,2,"[340, 375]",10,1133,21,3,335,29.567519858781992,[],1
6,12,0.1,2,"[340, 375]",10,1133,22,5,340,30.008826125330977,[],1
6,12,0.1,2,"[340, 375]",10,1133,23,5,345,30.450132391879965,[],1
6,12,0.1,2,"[340, 375]",10,1133,24,6,351,30.979699911738745,[],1
6,12,0.1,2,"[340, 375]",10,1133,25,3,354,31.24448367166814,[],1
